Tabelle: 12521-03i
Ausländische Bevölkerung nach Geschlecht und;;;;;;;
Staatsangehörigkeiten (215);;;;;;;
- kreisfreie Städte und Kreise - Stichtag;;;;;;;
Ausländerstatistik (AZR);;;;;;;
;;;;;Ausländische Bevölkerung;Ausländische Bevölkerung;Ausländische Bevölkerung
;;;;;Insgesamt;männlich;weiblich
;;;;;Anzahl;Anzahl;Anzahl
31.12.2024;05515;    Münster, krfr. Stadt;477;  Usbekistan;70;50;20
31.12.2024;05515;    Münster, krfr. Stadt;479;  China (Festland);580;240;340
31.12.2024;05515;    Münster, krfr. Stadt;482;  Malaysia;20;5;15
31.12.2024;05515;    Münster, krfr. Stadt;483;  Timor-Leste;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;499;  Übriges Asien, Macau;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;5;Australien / Ozeanien;80;50;30
31.12.2024;05515;    Münster, krfr. Stadt;523;  Australien;60;40;25
31.12.2024;05515;    Münster, krfr. Stadt;524;  Salomonen;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;526;  Fidschi;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;527;  Cookinseln;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;530;  Kiribati;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;531;  Nauru;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;532;  Vanuatu;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;536;  Neuseeland;15;10;5
31.12.2024;05515;    Münster, krfr. Stadt;537;  Palau;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;538;  Papua-Neuguinea;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;540;  Tuvalu;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;541;  Tonga;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;543;  Samoa;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;544;  Marshallinseln;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;599;  Übriges Ozeanien;-;-;-
31.12.2024;05515;    Münster, krfr. Stadt;9;Sonstige;295;150;145
31.12.2024;05515;    Münster, krfr. Stadt;997;  staatenlos;45;25;20
31.12.2024;05515;    Münster, krfr. Stadt;998;  ungeklärt;235;120;115
31.12.2024;05515;    Münster, krfr. Stadt;999;  ohne Angabe;15;5;10
31.12.2024;05554;    Borken, Kreis;1;Europa;35380;18920;16460
31.12.2024;05554;    Borken, Kreis;121;  Albanien;290;165;125
31.12.2024;05554;    Borken, Kreis;122;  Bosnien und Herzegowina;460;230;230
31.12.2024;05554;    Borken, Kreis;123;  Andorra;-;-;-
31.12.2024;05554;    Borken, Kreis;124;  Belgien;110;45;65
31.12.2024;05554;    Borken, Kreis;125;  Bulgarien;1170;620;550
31.12.2024;05554;    Borken, Kreis;126;  Dänemark;15;5;10
31.12.2024;05554;    Borken, Kreis;127;  Estland;15;5;10
31.12.2024;05554;    Borken, Kreis;128;  Finnland;15;-;-
31.12.2024;05554;    Borken, Kreis;129;  Frankreich;115;50;65
31.12.2024;05554;    Borken, Kreis;130;  Kroatien;1230;675;555
31.12.2024;05554;    Borken, Kreis;131;  Slowenien;35;20;10
31.12.2024;05554;    Borken, Kreis;132;  Serbien und Montenegro (ab 01.01.2004-31.07.2006);15;10;5
31.12.2024;05554;    Borken, Kreis;133;  Serbien (ab 01.08.2006);5;-;-
31.12.2024;05554;    Borken, Kreis;134;  Griechenland;360;205;155
31.12.2024;05554;    Borken, Kreis;135;  Irland;20;10;10
31.12.2024;05554;    Borken, Kreis;136;  Island;-;-;-
31.12.2024;05554;    Borken, Kreis;137;  Italien;705;460;250
31.12.2024;05554;    Borken, Kreis;138;  Jugoslawien (ehem.);20;15;5
31.12.2024;05554;    Borken, Kreis;139;  Lettland;175;115;60
31.12.2024;05554;    Borken, Kreis;140;  Montenegro (ab 01.08.2006);100;55;50
31.12.2024;05554;    Borken, Kreis;141;  Liechtenstein;-;-;-
31.12.2024;05554;    Borken, Kreis;142;  Litauen;225;105;120
31.12.2024;05554;    Borken, Kreis;143;  Luxemburg;15;10;5
31.12.2024;05554;    Borken, Kreis;144;  Nordmazedonien;285;130;155
31.12.2024;05554;    Borken, Kreis;145;  Malta;-;-;-
31.12.2024;05554;    Borken, Kreis;146;  Moldau;85;25;60
31.12.2024;05554;    Borken, Kreis;147;  Monaco;-;-;-
31.12.2024;05554;    Borken, Kreis;148;  Niederlande;7890;4490;3405
31.12.2024;05554;    Borken, Kreis;149;  Norwegen;15;10;5
31.12.2024;05554;    Borken, Kreis;150;  Kosovo (ab 01.05.2008);1005;505;500
31.12.2024;05554;    Borken, Kreis;151;  Österreich;185;105;85
31.12.2024;05554;    Borken, Kreis;152;  Polen;5145;2900;2245
31.12.2024;05554;    Borken, Kreis;153;  Portugal;1005;535;470
31.12.2024;05554;    Borken, Kreis;154;  Rumänien;3525;2105;1420
31.12.2024;05554;    Borken, Kreis;155;  Slowakei;105;55;50
31.12.2024;05554;    Borken, Kreis;156;  San Marino;-;-;-
31.12.2024;05554;    Borken, Kreis;157;  Schweden;75;45;35
31.12.2024;05554;    Borken, Kreis;158;  Schweiz;35;15;15
31.12.2024;05554;    Borken, Kreis;159;  ehem. Sowjetunion o.n.A.;-;-;-
31.12.2024;05554;    Borken, Kreis;160;  Russische Föderation;575;215;360
31.12.2024;05554;    Borken, Kreis;161;  Spanien;460;265;195
31.12.2024;05554;    Borken, Kreis;162;  Tschechoslowakei (ehem.);-;-;-
31.12.2024;05554;    Borken, Kreis;163;  Türkei;2970;1530;1440
31.12.2024;05554;    Borken, Kreis;164;  Tschechische Republik;65;35;30
31.12.2024;05554;    Borken, Kreis;165;  Ungarn;520;280;240
31.12.2024;05554;    Borken, Kreis;166;  Ukraine;5240;2305;2935
31.12.2024;05554;    Borken, Kreis;167;  Vatikanstadt;-;-;-
31.12.2024;05554;    Borken, Kreis;168;  Vereinigtes Königreich;100;70;35
31.12.2024;05554;    Borken, Kreis;169;  Belarus;50;15;35
31.12.2024;05554;    Borken, Kreis;170;  Serbien ohne Kosovo (ab 01.05.2008);945;480;460
31.12.2024;05554;    Borken, Kreis;181;  Zypern;5;-;-
31.12.2024;05554;    Borken, Kreis;185;  Britische Überseegebiete;-;-;-
31.12.2024;05554;    Borken, Kreis;195;  Gibraltar, Insel Man, Kanalinseln (brit. abhängige Gebiete);-;-;-
31.12.2024;05554;    Borken, Kreis;199;  Übriges Europa;-;-;-
31.12.2024;05554;    Borken, Kreis;295;  Sankt Helena, einschl. Ascension (brit. abhängiges Gebiet);-;-;-
31.12.2024;05554;    Borken, Kreis;395;  brit. abhängige Gebiete;-;-;-
31.12.2024;05554;    Borken, Kreis;495;  Hongkong (brit. abhängiges Gebiet);-;-;-
31.12.2024;05554;    Borken, Kreis;2;Afrika;1790;1050;745
31.12.2024;05554;    Borken, Kreis;221;  Algerien;35;25;10
31.12.2024;05554;    Borken, Kreis;223;  Angola;40;10;30
31.12.2024;05554;    Borken, Kreis;224;  Eritrea;320;180;140
31.12.2024;05554;    Borken, Kreis;225;  Äthiopien;15;5;10
31.12.2024;05554;    Borken, Kreis;226;  Lesotho;-;-;-
31.12.2024;05554;    Borken, Kreis;227;  Botsuana;-;-;-
31.12.2024;05554;    Borken, Kreis;229;  Benin;5;-;-
31.12.2024;05554;    Borken, Kreis;230;  Dschibuti;-;-;-
31.12.2024;05554;    Borken, Kreis;231;  Cote d'Ivoire;10;10;5
31.12.2024;05554;    Borken, Kreis;232;  Nigeria;260;150;110
31.12.2024;05554;    Borken, Kreis;233;  Simbabwe;5;-;-
31.12.2024;05554;    Borken, Kreis;236;  Gabun;-;-;-
31.12.2024;05554;    Borken, Kreis;237;  Gambia;20;15;5
31.12.2024;05554;    Borken, Kreis;238;  Ghana;90;55;35
31.12.2024;05554;    Borken, Kreis;239;  Mauretanien;-;-;-
31.12.2024;05554;    Borken, Kreis;242;  Kap Verde;-;-;-
31.12.2024;05554;    Borken, Kreis;243;  Kenia;15;5;10
31.12.2024;05554;    Borken, Kreis;244;  Komoren;-;-;-
31.12.2024;05554;    Borken, Kreis;245;  Kongo (Republik);15;10;5
31.12.2024;05554;    Borken, Kreis;246;  Kongo, Demokratische Republik;10;5;5
31.12.2024;05554;    Borken, Kreis;247;  Liberia;-;-;-
31.12.2024;05554;    Borken, Kreis;248;  Libyen;15;5;10
31.12.2024;05554;    Borken, Kreis;249;  Madagaskar;10;-;-
31.12.2024;05554;    Borken, Kreis;251;  Mali;10;-;-
31.12.2024;05554;    Borken, Kreis;252;  Marokko;170;100;75
31.12.2024;05554;    Borken, Kreis;253;  Mauritius;-;-;-
31.12.2024;05554;    Borken, Kreis;254;  Mosambik;15;10;5
31.12.2024;05554;    Borken, Kreis;255;  Niger;-;-;-
31.12.2024;05554;    Borken, Kreis;256;  Malawi;-;-;-
31.12.2024;05554;    Borken, Kreis;257;  Sambia;5;-;-
31.12.2024;05554;    Borken, Kreis;258;  Burkina Faso;-;-;-
31.12.2024;05554;    Borken, Kreis;259;  Guinea-Bissau;-;-;-
31.12.2024;05554;    Borken, Kreis;261;  Guinea;280;200;80
31.12.2024;05554;    Borken, Kreis;262;  Kamerun;20;10;15
31.12.2024;05554;    Borken, Kreis;263;  Südafrika;5;5;5
31.12.2024;05554;    Borken, Kreis;265;  Ruanda;-;-;-
31.12.2024;05554;    Borken, Kreis;267;  Namibia;-;-;-
31.12.2024;05554;    Borken, Kreis;268;  Sao Tome und Principe;-;-;-
31.12.2024;05554;    Borken, Kreis;269;  Senegal;10;5;5
31.12.2024;05554;    Borken, Kreis;271;  Seychellen;-;-;-
31.12.2024;05554;    Borken, Kreis;272;  Sierra Leone;5;-;-
31.12.2024;05554;    Borken, Kreis;273;  Somalia;130;70;60
31.12.2024;05554;    Borken, Kreis;274;  Äquatorialguinea;-;-;-
31.12.2024;05554;    Borken, Kreis;276;  Sudan (einschließlich Südsudan);10;5;5
31.12.2024;05554;    Borken, Kreis;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05554;    Borken, Kreis;282;  Tansania, Vereinigte Republik;10;5;5
31.12.2024;05554;    Borken, Kreis;283;  Togo;10;5;5
31.12.2024;05554;    Borken, Kreis;284;  Tschad;-;-;-
31.12.2024;05554;    Borken, Kreis;285;  Tunesien;85;55;30
31.12.2024;05554;    Borken, Kreis;286;  Uganda;10;5;5
31.12.2024;05554;    Borken, Kreis;287;  Ägypten;115;60;50
31.12.2024;05554;    Borken, Kreis;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05554;    Borken, Kreis;291;  Burundi;25;15;5
31.12.2024;05554;    Borken, Kreis;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05554;    Borken, Kreis;3;Amerika;400;135;265
31.12.2024;05554;    Borken, Kreis;320;  Antigua und Barbuda;-;-;-
31.12.2024;05554;    Borken, Kreis;322;  Barbados;-;-;-
31.12.2024;05554;    Borken, Kreis;323;  Argentinien;15;5;10
31.12.2024;05554;    Borken, Kreis;324;  Bahamas;-;-;-
31.12.2024;05554;    Borken, Kreis;326;  Bolivien;-;-;-
31.12.2024;05554;    Borken, Kreis;327;  Brasilien;140;35;105
31.12.2024;05554;    Borken, Kreis;328;  Guyana;-;-;-
31.12.2024;05554;    Borken, Kreis;330;  Belize;-;-;-
31.12.2024;05554;    Borken, Kreis;332;  Chile;5;-;-
31.12.2024;05554;    Borken, Kreis;333;  Dominica;-;-;-
31.12.2024;05554;    Borken, Kreis;334;  Costa Rica;-;-;-
31.12.2024;05554;    Borken, Kreis;335;  Dominikanische Republik;20;5;10
31.12.2024;05554;    Borken, Kreis;336;  Ecuador;10;5;5
31.12.2024;05554;    Borken, Kreis;337;  El Salvador;-;-;-
31.12.2024;05554;    Borken, Kreis;340;  Grenada;-;-;-
31.12.2024;05554;    Borken, Kreis;345;  Guatemala;-;-;-
31.12.2024;05554;    Borken, Kreis;346;  Haiti;-;-;-
31.12.2024;05554;    Borken, Kreis;347;  Honduras;10;-;-
31.12.2024;05554;    Borken, Kreis;348;  Kanada;20;10;10
31.12.2024;05554;    Borken, Kreis;349;  Kolumbien;35;10;25
31.12.2024;05554;    Borken, Kreis;351;  Kuba;15;5;10
31.12.2024;05554;    Borken, Kreis;353;  Mexiko;20;-;-
31.12.2024;05554;    Borken, Kreis;354;  Nicaragua;-;-;-
31.12.2024;05554;    Borken, Kreis;355;  Jamaika;5;-;-
31.12.2024;05554;    Borken, Kreis;357;  Panama;-;-;-
31.12.2024;05554;    Borken, Kreis;359;  Paraguay;10;5;5
31.12.2024;05554;    Borken, Kreis;361;  Peru;10;-;-
31.12.2024;05554;    Borken, Kreis;364;  Suriname;-;-;-
31.12.2024;05554;    Borken, Kreis;365;  Uruguay;-;-;-
31.12.2024;05554;    Borken, Kreis;366;  St. Lucia;-;-;-
31.12.2024;05554;    Borken, Kreis;367;  Venezuela;10;-;-
31.12.2024;05554;    Borken, Kreis;368;  USA;75;35;40
31.12.2024;05554;    Borken, Kreis;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05554;    Borken, Kreis;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05554;    Borken, Kreis;371;  Trinidad und Tobago;-;-;-
31.12.2024;05554;    Borken, Kreis;399;  Übriges Amerika;-;-;-
31.12.2024;05554;    Borken, Kreis;4;Asien;10025;5780;4245
31.12.2024;05554;    Borken, Kreis;411;  Hongkong;-;-;-
31.12.2024;05554;    Borken, Kreis;412;  Macau (chinesisch);-;-;-
31.12.2024;05554;    Borken, Kreis;421;  Jemen;5;-;-
31.12.2024;05554;    Borken, Kreis;422;  Armenien;135;65;70
31.12.2024;05554;    Borken, Kreis;423;  Afghanistan;1510;935;575
31.12.2024;05554;    Borken, Kreis;424;  Bahrain;-;-;-
31.12.2024;05554;    Borken, Kreis;425;  Aserbaidschan;220;115;105
31.12.2024;05554;    Borken, Kreis;426;  Bhutan;5;-;-
31.12.2024;05554;    Borken, Kreis;427;  Myanmar;20;10;10
31.12.2024;05554;    Borken, Kreis;429;  Brunei;-;-;-
31.12.2024;05554;    Borken, Kreis;430;  Georgien;120;55;65
31.12.2024;05554;    Borken, Kreis;431;  Sri Lanka;105;55;50
31.12.2024;05554;    Borken, Kreis;432;  Vietnam;150;65;85
31.12.2024;05554;    Borken, Kreis;434;  Korea, Volksrepublik (Nordkorea);-;-;-
31.12.2024;05554;    Borken, Kreis;436;  Indien;120;80;40
31.12.2024;05554;    Borken, Kreis;437;  Indonesien;70;25;45
31.12.2024;05554;    Borken, Kreis;438;  Irak;1015;570;450
31.12.2024;05554;    Borken, Kreis;439;  Iran;395;230;165
31.12.2024;05554;    Borken, Kreis;441;  Israel;10;5;10
31.12.2024;05554;    Borken, Kreis;442;  Japan;20;5;10
31.12.2024;05554;    Borken, Kreis;444;  Kasachstan;110;50;60
31.12.2024;05554;    Borken, Kreis;445;  Jordanien;70;45;25
31.12.2024;05554;    Borken, Kreis;446;  Kambodscha;-;-;-
31.12.2024;05554;    Borken, Kreis;447;  Katar;-;-;-
31.12.2024;05554;    Borken, Kreis;448;  Kuwait;-;-;-
31.12.2024;05554;    Borken, Kreis;449;  Laos;-;-;-
31.12.2024;05554;    Borken, Kreis;450;  Kirgisistan;55;25;30
31.12.2024;05554;    Borken, Kreis;451;  Libanon;385;220;165
31.12.2024;05554;    Borken, Kreis;454;  Malediven;-;-;-
31.12.2024;05554;    Borken, Kreis;456;  Oman;-;-;-
31.12.2024;05554;    Borken, Kreis;457;  Mongolei;40;15;25
31.12.2024;05554;    Borken, Kreis;458;  Nepal;-;-;-
31.12.2024;05554;    Borken, Kreis;459;  Palästinensische Gebiete (ab 2013);10;5;5
31.12.2024;05554;    Borken, Kreis;460;  Bangladesch;60;50;10
31.12.2024;05554;    Borken, Kreis;461;  Pakistan;215;125;90
31.12.2024;05554;    Borken, Kreis;462;  Philippinen;65;10;55
31.12.2024;05554;    Borken, Kreis;465;  Taiwan, (China );5;-;-
31.12.2024;05554;    Borken, Kreis;467;  Korea, Republik (Südkorea);20;5;15
31.12.2024;05554;    Borken, Kreis;469;  Vereinigte Arabische Emirate;-;-;-
31.12.2024;05554;    Borken, Kreis;470;  Tadschikistan;80;50;30
31.12.2024;05554;    Borken, Kreis;471;  Turkmenistan;5;-;-
31.12.2024;05554;    Borken, Kreis;472;  Saudi-Arabien;-;-;-
31.12.2024;05554;    Borken, Kreis;474;  Singapur;-;-;-
31.12.2024;05554;    Borken, Kreis;475;  Syrien;4695;2875;1815
31.12.2024;05554;    Borken, Kreis;476;  Thailand;110;5;110
31.12.2024;05554;    Borken, Kreis;477;  Usbekistan;20;15;5
31.12.2024;05554;    Borken, Kreis;479;  China (Festland);170;55;110
31.12.2024;05554;    Borken, Kreis;482;  Malaysia;5;5;5
31.12.2024;05554;    Borken, Kreis;483;  Timor-Leste;-;-;-
31.12.2024;05554;    Borken, Kreis;499;  Übriges Asien, Macau;-;-;-
31.12.2024;05554;    Borken, Kreis;5;Australien / Ozeanien;15;10;5
31.12.2024;05554;    Borken, Kreis;523;  Australien;15;10;5
31.12.2024;05554;    Borken, Kreis;524;  Salomonen;-;-;-
31.12.2024;05554;    Borken, Kreis;526;  Fidschi;-;-;-
31.12.2024;05554;    Borken, Kreis;527;  Cookinseln;-;-;-
31.12.2024;05554;    Borken, Kreis;530;  Kiribati;-;-;-
31.12.2024;05554;    Borken, Kreis;531;  Nauru;-;-;-
31.12.2024;05554;    Borken, Kreis;532;  Vanuatu;-;-;-
31.12.2024;05554;    Borken, Kreis;536;  Neuseeland;5;-;-
31.12.2024;05554;    Borken, Kreis;537;  Palau;-;-;-
31.12.2024;05554;    Borken, Kreis;538;  Papua-Neuguinea;-;-;-
31.12.2024;05554;    Borken, Kreis;540;  Tuvalu;-;-;-
31.12.2024;05554;    Borken, Kreis;541;  Tonga;-;-;-
31.12.2024;05554;    Borken, Kreis;543;  Samoa;-;-;-
31.12.2024;05554;    Borken, Kreis;544;  Marshallinseln;-;-;-
31.12.2024;05554;    Borken, Kreis;599;  Übriges Ozeanien;-;-;-
31.12.2024;05554;    Borken, Kreis;9;Sonstige;335;180;155
31.12.2024;05554;    Borken, Kreis;997;  staatenlos;105;55;50
31.12.2024;05554;    Borken, Kreis;998;  ungeklärt;225;120;105
31.12.2024;05554;    Borken, Kreis;999;  ohne Angabe;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;1;Europa;14905;8025;6880
31.12.2024;05558;    Coesfeld, Kreis;121;  Albanien;270;150;120
31.12.2024;05558;    Coesfeld, Kreis;122;  Bosnien und Herzegowina;225;125;100
31.12.2024;05558;    Coesfeld, Kreis;123;  Andorra;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;124;  Belgien;40;15;25
31.12.2024;05558;    Coesfeld, Kreis;125;  Bulgarien;265;165;105
31.12.2024;05558;    Coesfeld, Kreis;126;  Dänemark;15;10;10
31.12.2024;05558;    Coesfeld, Kreis;127;  Estland;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;128;  Finnland;25;5;15
31.12.2024;05558;    Coesfeld, Kreis;129;  Frankreich;70;30;40
31.12.2024;05558;    Coesfeld, Kreis;130;  Kroatien;220;120;95
31.12.2024;05558;    Coesfeld, Kreis;131;  Slowenien;35;15;20
31.12.2024;05558;    Coesfeld, Kreis;132;  Serbien und Montenegro (ab 01.01.2004-31.07.2006);5;-;-
31.12.2024;05558;    Coesfeld, Kreis;133;  Serbien (ab 01.08.2006);5;-;-
31.12.2024;05558;    Coesfeld, Kreis;134;  Griechenland;265;150;115
31.12.2024;05558;    Coesfeld, Kreis;135;  Irland;15;10;5
31.12.2024;05558;    Coesfeld, Kreis;136;  Island;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;137;  Italien;310;195;115
31.12.2024;05558;    Coesfeld, Kreis;138;  Jugoslawien (ehem.);10;-;-
31.12.2024;05558;    Coesfeld, Kreis;139;  Lettland;80;35;45
31.12.2024;05558;    Coesfeld, Kreis;140;  Montenegro (ab 01.08.2006);65;35;25
31.12.2024;05558;    Coesfeld, Kreis;141;  Liechtenstein;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;142;  Litauen;70;35;35
31.12.2024;05558;    Coesfeld, Kreis;143;  Luxemburg;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;144;  Nordmazedonien;235;125;110
31.12.2024;05558;    Coesfeld, Kreis;145;  Malta;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;146;  Moldau;35;20;15
31.12.2024;05558;    Coesfeld, Kreis;147;  Monaco;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;148;  Niederlande;385;225;160
31.12.2024;05558;    Coesfeld, Kreis;149;  Norwegen;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;150;  Kosovo (ab 01.05.2008);760;405;360
31.12.2024;05558;    Coesfeld, Kreis;151;  Österreich;125;70;55
31.12.2024;05558;    Coesfeld, Kreis;152;  Polen;2165;1275;895
31.12.2024;05558;    Coesfeld, Kreis;153;  Portugal;245;125;120
31.12.2024;05558;    Coesfeld, Kreis;154;  Rumänien;1725;1065;660
31.12.2024;05558;    Coesfeld, Kreis;155;  Slowakei;40;25;15
31.12.2024;05558;    Coesfeld, Kreis;156;  San Marino;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;157;  Schweden;40;15;25
31.12.2024;05558;    Coesfeld, Kreis;158;  Schweiz;40;20;20
31.12.2024;05558;    Coesfeld, Kreis;159;  ehem. Sowjetunion o.n.A.;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;160;  Russische Föderation;525;200;330
31.12.2024;05558;    Coesfeld, Kreis;161;  Spanien;115;65;50
31.12.2024;05558;    Coesfeld, Kreis;162;  Tschechoslowakei (ehem.);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;163;  Türkei;1790;1085;705
31.12.2024;05558;    Coesfeld, Kreis;164;  Tschechische Republik;25;15;15
31.12.2024;05558;    Coesfeld, Kreis;165;  Ungarn;370;210;160
31.12.2024;05558;    Coesfeld, Kreis;166;  Ukraine;3460;1485;1975
31.12.2024;05558;    Coesfeld, Kreis;167;  Vatikanstadt;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;168;  Vereinigtes Königreich;275;230;45
31.12.2024;05558;    Coesfeld, Kreis;169;  Belarus;55;20;35
31.12.2024;05558;    Coesfeld, Kreis;170;  Serbien ohne Kosovo (ab 01.05.2008);485;230;255
31.12.2024;05558;    Coesfeld, Kreis;181;  Zypern;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;185;  Britische Überseegebiete;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;195;  Gibraltar, Insel Man, Kanalinseln (brit. abhängige Gebiete);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;199;  Übriges Europa;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;295;  Sankt Helena, einschl. Ascension (brit. abhängiges Gebiet);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;395;  brit. abhängige Gebiete;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;495;  Hongkong (brit. abhängiges Gebiet);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;2;Afrika;1550;1015;540
31.12.2024;05558;    Coesfeld, Kreis;221;  Algerien;100;85;15
31.12.2024;05558;    Coesfeld, Kreis;223;  Angola;65;35;35
31.12.2024;05558;    Coesfeld, Kreis;224;  Eritrea;220;140;80
31.12.2024;05558;    Coesfeld, Kreis;225;  Äthiopien;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;226;  Lesotho;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;227;  Botsuana;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;229;  Benin;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;230;  Dschibuti;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;231;  Cote d'Ivoire;15;10;5
31.12.2024;05558;    Coesfeld, Kreis;232;  Nigeria;215;130;80
31.12.2024;05558;    Coesfeld, Kreis;233;  Simbabwe;20;5;15
31.12.2024;05558;    Coesfeld, Kreis;236;  Gabun;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;237;  Gambia;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;238;  Ghana;50;35;15
31.12.2024;05558;    Coesfeld, Kreis;239;  Mauretanien;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;242;  Kap Verde;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;243;  Kenia;15;5;10
31.12.2024;05558;    Coesfeld, Kreis;244;  Komoren;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;245;  Kongo (Republik);10;-;-
31.12.2024;05558;    Coesfeld, Kreis;246;  Kongo, Demokratische Republik;20;10;10
31.12.2024;05558;    Coesfeld, Kreis;247;  Liberia;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;248;  Libyen;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;249;  Madagaskar;20;5;15
31.12.2024;05558;    Coesfeld, Kreis;251;  Mali;10;-;-
31.12.2024;05558;    Coesfeld, Kreis;252;  Marokko;135;95;45
31.12.2024;05558;    Coesfeld, Kreis;253;  Mauritius;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;254;  Mosambik;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;255;  Niger;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;256;  Malawi;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;257;  Sambia;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;258;  Burkina Faso;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;259;  Guinea-Bissau;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;261;  Guinea;230;170;55
31.12.2024;05558;    Coesfeld, Kreis;262;  Kamerun;35;20;15
31.12.2024;05558;    Coesfeld, Kreis;263;  Südafrika;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;265;  Ruanda;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;267;  Namibia;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;268;  Sao Tome und Principe;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;269;  Senegal;15;5;10
31.12.2024;05558;    Coesfeld, Kreis;271;  Seychellen;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;272;  Sierra Leone;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;273;  Somalia;140;85;50
31.12.2024;05558;    Coesfeld, Kreis;274;  Äquatorialguinea;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;276;  Sudan (einschließlich Südsudan);5;-;-
31.12.2024;05558;    Coesfeld, Kreis;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;282;  Tansania, Vereinigte Republik;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;283;  Togo;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;284;  Tschad;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;285;  Tunesien;55;40;15
31.12.2024;05558;    Coesfeld, Kreis;286;  Uganda;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;287;  Ägypten;100;70;30
31.12.2024;05558;    Coesfeld, Kreis;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;291;  Burundi;15;-;-
31.12.2024;05558;    Coesfeld, Kreis;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;3;Amerika;365;140;225
31.12.2024;05558;    Coesfeld, Kreis;320;  Antigua und Barbuda;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;322;  Barbados;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;323;  Argentinien;5;5;5
